Project,DeploymentID,Site,Cruise,Status,Platform,Region,Type,Instrument_ID,GPS_Tracker,GPS_ID,GPS_Timing,Depth_Sensor,Deployment_Latitude,Deployment_Longitude,Deployment_Date,"Deployment_Depth_m
",Deploy_Vessel,Recovery_Date,Recovery_Latitude,Recovery_Longitude,Retrieve_Vessel,Array_name,Number_of_Sensors,ChannelNumber_1,SensorNumber_1,ChannelNumber_2,SensorNumber_2,ChannelNumber_3,SensorNumber_3,PreAmp_ID,Data_Start,Data_End,RecordingDuration_m,RecordingInterval_m,SampleRate_kHz,Quality_Analyst,Quality_Category,Quality_LowFreq,Quality_HighFreq,Data_ID,High Pass Filter,Detector,Threshold,Integration Time,Blanking Time,Store Snippets,Snippet pre-trig,Snippet post-trig,Pressure,Acceleration,Temperature,Log GPS,Disable Calibration Tones,Weight Retrieval System,Acoustic Release Number,Enable Code,Anode Length,Number of SUD files,Known Takes,SanctuaryPermit,Personnel,Notes
ADRIFT,84,MBY,CCC,Lost,drift,WCoastUSA,ST640,6668,Solar,SO-331,NA,16639/16530,35.447433,-121.5797,7/11/2023 23:20:00,100,R/V Fulmar,NA,NA,NA,NA,J02_9299,2,1,856158,2,856172,NA,NA,NA,NA,NA,6,6,384,Kourtney Burger,unusable,NA,NA,ADRIFT_084,NA,No,NA,NA,NA,NA,NA,NA,No,,No ,,Yes,NA,NA,NA,NA,,NA,CHNMS,Cory Hom-Weaver,Lost at sea
ADRIFT,85,ORE,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5296,Solar,SO-533,NA,17434,45.3824167,-124.41357,8/4/2023 22:06:00,100,R/V Pacific Storm,8/12/2023 13:48:56,44.95337,-124.44817,R/V Pacific Storm,E02_9299,2,1,856163,1,856171,NA,NA,NA,8/4/2023 22:05:52,8/11/2023 2:37:32,6,6,384,Cory Hom-Weaver,compromised,75,192000,ADRIFT_085,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm","MOSAIC cruise, 6 minute file gap at 8/5/2023 9:23:52"
ADRIFT,86,ORE,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5986,Solar,SO-692,NA,17435,45.3176667,-124.41017,8/4/2023 22:39:00,100,R/V Pacific Storm,8/12/2023 15:48:00,44.83994,-124.47023,R/V Pacific Storm,H02_9299,2,1,856159,1,856177,NA,NA,NA,8/4/2023 22:41:22,8/8/2023 10:11:55,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_086,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm",MOSAIC cruise
ADRIFT,87,ORE,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5994,Solar,SO-588,NA,17439,45.3368667,-124.46508,8/4/2023 23:15:00,100,R/V Pacific Storm,8/12/2023 14:39:00,44.94423,-124.53973,R/V Pacific Storm,V01_9299,2,1,856138,1,856151,NA,NA,NA,8/4/2023 23:14:28,8/8/2023 11:44:44,6,6,384,Cory Hom-Weaver,compromised,40,192000,ADRIFT_087,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm","MOSAIC cruise, gaps in recordings listed in RAW DON folder (\RECORDINGS\DRIFTERS\ADRIFT\RAW\ADRIFT_087_CENSOR\RecordingGaps.txt"
ADRIFT,88,HUM,CoralSeaWW,Complete,drift,WCoastUSA,ST4300HF,5992,Solar,SO-001,NA,16546,41.83065,-124.641,8/25/2023 17:05:00,100,R/V Coral Sea,8/28/2023 21:17:00,41.144439,-124.41566,Scrimshaw,C02_9299,2,1,856155,2,856166,NA,NA,NA,8/25/2023 17:29:58,8/28/2023 20:23:59,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_088,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,
ADRIFT,89,HUM,CoralSeaWW,Complete,drift,WCoastUSA,ST4300HF,5990,Solar,SO-305,NA,15865,41.83002,-124.69,8/25/2023 17:20:00,100,R/V Coral Sea,8/28/2023 21:27:00,41.144442,-124.41566,Scrimshaw,G02_9299,2,1,856161,2,856176,NA,NA,NA,8/25/2023 17:17:58,8/26/2023 18:23:58,6,6,384,Cory Hom-Weaver,compromised,50,192000,ADRIFT_089,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,"error with SUD files, recovered ~ 1 day of recordings"
ADRIFT,90,HUM,CoralSeaWW,Complete,drift,WCoastUSA,ST4300HF,5984,Solar,SO-798,NA,16396,41.82998,-124.54227,8/25/2023 17:40:00,100,R/V Coral Sea,8/28/2023 21:58:00,40.93304,-124.42666,Scrimshaw,A02_9299,2,1,856156,2,856167,NA,NA,NA,8/25/2023 17:41:58,8/26/2023 21:11:58,6,6,384,Cory Hom-Weaver,compromised,50,192000,ADRIFT_090,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,"error with SUD files, recovered ~ 1 day of recordings"
ADRIFT,91,HUM,CoralSeaWW,Complete,drift,WCoastUSA,ST4300STD,8025,Solar,SO-638,NA,16408,41.82983,-124.59067,8/25/2023 18:00:00,100,R/V Coral Sea,8/28/2023 22:28:00,40.77271,-124.52787,Scrimshaw,D02_9299,2,1,856162,2,856168,NA,NA,NA,8/25/2023 18:05:58,8/28/2023 21:29:59,6,6,288,Cory Hom-Weaver,compromised,50,192000,ADRIFT_091,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,
ADRIFT,92,SFB,ACCESS,Complete,drift,WCoastUSA,ST640,6663,Solar,SO-359,NA,16656/16658,37.722533,-123.232467,9/17/2023 17:42:00,100,R/V Fulmar,9/22/2023 1:48:00,37.70513,-123.66975,R/V Lasker,L02_9299,2,1,856157,2,856169,NA,NA,NA,9/17/2023 17:42:00,9/22/2023 1:42:02,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_092,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,"CBNMS, GFNMS",Dani Lipske (ACCESS) / Kevin Stierhoff (SWFSC scientist on Lasker for recovery),R/V Lasker recovered the buoy en route to Newport because the R/V Fulmar is in port with mechanical issues and unable to help with recovery
ADRIFT,93,ORE,ADRIFT,Canceled,drift,WCoastUSA,ST640,6655,Solar,SO-533,NA,17434,NA,NA,NA,100,R/V Pacific Storm,NA,NA,NA,R/V Pacific Storm,E02_9299,2,1,856163,1,856171,NA,NA,NA,NA,NA,6,6,384,Kourtney Burger,unusable,NA,NA,ADRIFT_093,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Angela Szesciorka (planning/prep/documentation); Craig Hayslip and crew of Elakha/Storm (deploy/recover),terrible Oct weather - never got a window to deploy; combined with MOSAIC Oct 2023 cruise
ADRIFT,94,ORE,ADRIFT,Canceled,drift,WCoastUSA,ST640,6664,Solar,SO-692,NA,17435,NA,NA,NA,100,R/V Pacific Storm,NA,NA,NA,R/V Pacific Storm,H02_9299,2,1,856159,1,856177,NA,NA,NA,NA,NA,6,6,384,Kourtney Burger,unusable,NA,NA,ADRIFT_094,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Angela Szesciorka (planning/prep/documentation); Craig Hayslip and crew of Elakha/Storm (deploy/recover),terrible Oct weather - never got a window to deploy; combined with MOSAIC Oct 2023 cruise
ADRIFT,95,ORE,ADRIFT,Canceled,drift,WCoastUSA,ST640,7517,Solar,SO-865,NA,17438,NA,NA,NA,100,R/V Pacific Storm,NA,NA,NA,R/V Pacific Storm,T_9299,2,1,856136,1,856145,NA,NA,NA,NA,NA,6,6,384,Kourtney Burger,unusable,NA,NA,ADRIFT_095,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Angela Szesciorka (planning/prep/documentation); Craig Hayslip and crew of Elakha/Storm (deploy/recover),terrible Oct weather - never got a window to deploy; combined with MOSAIC Oct 2023 cruise
ADRIFT,96,ORE,ADRIFT,Canceled,drift,WCoastUSA,ST640,7518,Solar,SO-588,NA,17439,NA,NA,NA,100,R/V Pacific Storm,NA,NA,NA,R/V Pacific Storm,V01_9299,2,1,856138,1,856151,NA,NA,NA,NA,NA,6,6,384,Kourtney Burger,unusable,NA,NA,ADRIFT_096,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Angela Szesciorka (planning/prep/documentation); Craig Hayslip and crew of Elakha/Storm (deploy/recover),terrible Oct weather - never got a window to deploy; combined with MOSAIC Oct 2023 cruise
ADRIFT,97,HUM,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5992,Solar,SO-001,NA,16396,40.83497,-124.54502,10/5/2023 23:16:00,100,Scrimshaw,10/6/2023 23:24:00,40.9315,-124.88719,Scrimshaw,C02_9299,2,1,856155,2,856166,NA,NA,NA,10/5/2023 23:29:58,10/6/2023 23:23:58,6,6,384,Cory Hom-Weaver,compromised,75,192000,ADRIFT_097,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,
ADRIFT,98,HUM,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5990,Solar,SO-798,NA,16408,40.83524,-124.59503,10/5/2023 23:29:00,100,Scrimshaw,10/6/2023 23:36:00,40.95905,-124.93727,Scrimshaw,G02_9299,2,1,856161,2,856176,NA,NA,NA,10/5/2023 23:29:58,10/6/2023 23:41:58,6,6,384,Cory Hom-Weaver,compromised,80,192000,ADRIFT_098,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,
ADRIFT,99,HUM,ADRIFT,Complete,drift,WCoastUSA,ST4300HF,5984,Solar,SO-638,NA,16546,40.83531,-124.64676,10/5/2023 23:41:00,100,Scrimshaw,10/6/2023 23:51:00,40.9718,-124.99055,Scrimshaw,A02_9299,2,1,856156,2,856167,NA,NA,NA,10/5/2023 23:41:58,10/6/2023 23:53:58,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_099,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,Loud banging!
ADRIFT,100,HUM,ADRIFT,Complete,drift,WCoastUSA,ST4300STD,8025,Solar,SO-305,NA,15865,40.83532,-124.69814,10/5/2023 23:54:00,100,Scrimshaw,10/7/2023 0:03:00,40.97695,-125.02801,Scrimshaw,D02_9299,2,1,856162,2,856168,NA,NA,NA,10/5/2023 23:53:58,10/7/2023 0:23:58,6,6,288,Cory Hom-Weaver,compromised,250,192000,ADRIFT_100,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,Eric Bjorkstedt,
ADRIFT,101,MBY,CCC,Complete,drift,WCoastUSA,ST640,7932,Solar,SO-919,NA,15771/15801,35.628833,-121.635133,11/6/2023 17:11:00,100,R/V Shearwater,11/10/2023 18:11:00,35.369433,-121.712218,R/V Shearwater,U01_9299,2,1,856137,2,856149,NA,NA,NA,11/6/2023 17:06:00,11/10/2023 18:18:01,6,6,384,Cory Hom-Weaver,compromised,30,192000,ADRIFT_101,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,MBNMS,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",Recovered within 1 mile of mixed group Delphinus delphis + Lissodelphins
ADRIFT,102,MBY,CCC,Complete,drift,WCoastUSA,ST640,6667,Solar,SO-866,NA,15968/16656,35.631883,-121.749367,11/6/2023 17:46:00,100,R/V Shearwater,11/10/2023 19:39:00,35.81375,-121.01515,R/V Shearwater,X01_9299,2,1,856140,2,856150,NA,NA,NA,11/6/2023 17:42:00,11/10/2023 19:48:01,6,6,384,Cory Hom-Weaver,compromised,30,192000,ADRIFT_102,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,103,MBY,CCC,Complete,drift,WCoastUSA,ST640,7939,Solar,SO-135,NA,16658/16597,35.628133,-121.86545,11/6/2023 19:00:00,100,R/V Shearwater,11/10/2023 20:43:00,35.81375,-121.061433,R/V Shearwater,W01_9299,2,1,856135,2,856147,NA,NA,NA,11/6/2023 18:54:00,11/10/2023 20:54:01,6,6,384,Cory Hom-Weaver,compromised,60,192000,ADRIFT_103,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,104,MBY,CCC,Complete,drift,WCoastUSA,ST640,7930,Solar,SO-083,NA,16583/16431,35.629283,-121.9473,11/6/2023 19:26:00,100,R/V Shearwater,11/10/2023 22:46:00,35.540633,-122.010517,R/V Shearwater,L02_9299,2,1,856157,2,856169,NA,NA,NA,11/6/2023 19:24:00,11/10/2023 22:48:01,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_104,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,105,MBY,CCC,Complete,drift,WCoastUSA,ST640,7951,Solar,SO-082,NA,15737/16647,35.54435,-121.948917,11/6/2023 20:04:00,100,R/V Shearwater,11/10/2023 21:51:00,35.5605,-121.851683,R/V Shearwater,F02_9299,2,1,856164,2,856175,NA,NA,NA,11/6/2023 20:00:00,11/10/2023 22:00:01,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_105,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,106,MBY,CCC,Complete,drift,WCoastUSA,ST640,6663,Solar,SO-359,NA,15766/15761,35.542667,-121.851933,11/6/2023 20:36:00,100,R/V Shearwater,11/10/2023 22:13:00,35.54365,-121.91835,R/V Shearwater,B02_9299,2,1,856165,2,856173,NA,NA,NA,11/6/2023 20:36:00,11/10/2023 22:18:01,6,ca,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_106,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,107,MBY,CCC,Complete,drift,WCoastUSA,ST640,7934,Solar,SO-803,NA,16557/16409,35.54185,-121.7526,11/6/2023 21:03:00,100,R/V Shearwater,11/10/2023 20:12:00,35.730217,-122.03485,R/V Shearwater,Z01_9299,2,1,856135,2,856148,NA,NA,NA,11/6/2023 21:00:00,11/10/2023 20:24:01,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_107,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
ADRIFT,108,MBY,CCC,Complete,drift,WCoastUSA,ST640,7519,Solar,SO-602,NA,16549/16536,35.54275,-121.6337,11/6/2023 21:46:00,100,R/V Shearwater,11/10/2023 21:18:00,35.649383,-121.926033,R/V Shearwater,K02_9299,2,1,856154,2,856170,NA,NA,NA,11/6/2023 21:41:59,11/10/2023 21:24:00,6,6,384,Cory Hom-Weaver,compromised,250,192000,ADRIFT_108,NA,No,NA,NA,NA,NA,NA,NA,No,10,NA,,Yes,NA,NA,NA,NA,,NA,"CHNMS, MBNMS","Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew", 
CCES,4,HUM,CCES2018,Complete,drift,WCoastUSA,SM3M,SM3M_3,SPOT,E/K,,OT-6,45.0834,-128.2082,7/25/2018 3:30:00,100,R/V Ruben Lasker,10/13/2018 0:36:00,41.7569,-127.1545,R/V Ruben Lasker,3,2,1,856073,2,856040,NA,NA,NA,7/30/2018 0:00:00,10/12/2018 23:59:59,2,20,256,,compromised,100,256000,CCES_004,2,No,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,"Duty cycle 2/4 for 20 days then 2/20, Instrument noise at ~60kHz and 100kHz throughout drift "
CCES,7,HUM,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208791071,SPOT,R/S,,LAT-5,41.2604,-125.0157,8/5/2018 14:48:00,150,R/V Ruben Lasker,10/22/2018 9:00:00,42.04,-124.485,R/V Ruben Lasker,12,2,1,856049,2,856068,NA,NA,NA,8/5/2018 15:27:50,9/22/2018 18:09:50,2,20,288,Cory Hom-Weaver,good,20,288000,CCES_007,NA,No,NA,NA,NA,NA,NA,NA,No,No,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,"Drift 7 grounded and was retrieved by Gary Friedrichson using his small boat from shore around 1900 UTC on 9/22/2018, low frequency strumming under 100 Hz"
CCES,8,HUM,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1678016538,SPOT,T/U,,LAT-6,38.9485,-126.6449,8/16/2018 2:34:00,150,R/V Ruben Lasker,10/10/2018 16:53:00,34.3774,-128.3174,R/V Ruben Lasker,D,2,1,856095,2,856041,NA,NA,NA,8/16/2018 4:38:04,10/1/2018 1:59:55,2,20,288,Cory Hom-Weaver,good,30,288000,CCES_008,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming under 50 Hz
CCES,10,PTA,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208786975,SPOT,Z/AA,,LAT-8,36.7607,-125.0584,8/22/2018 2:11:00,150,R/V Ruben Lasker,10/22/2018 0:21:00,35.9671,-122.9397,R/V Ruben Lasker,E,2,1,856096,2,856044,NA,NA,NA,8/22/2018 2:24:55,10/21/2018 23:48:58,2,20,576,Cory Hom-Weaver,good,30,576000,CCES_010,NA,No,NA,NA,NA,NA,NA,NA,No,No,10,No,NA,NA,NA,NA,NA,,NA,MBNMS,NA,Low frequency strumming under 30 Hz
CCES,12,MOB,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1544081436,SPOT,C/D,,LAT-10,34.8303,-123.8146,8/30/2018 2:34:00,150,R/V Ruben Lasker,10/6/2018 17:08:00,34.0316,-124.3911,R/V Ruben Lasker,G,2,1,856097,2,856017,NA,NA,NA,8/30/2018 2:58:44,10/6/2018 17:00:44,2,20,288,Cory Hom-Weaver,good,20,288000,CCES_012,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming under 100 Hz
CCES,13,CHI,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1677738025,SPOT,X/Y,,LAT-11,33.898,-120.9078,9/11/2018 20:35:00,150,R/V Ruben Lasker,10/23/2018 14:34:00,31.4444,-119.7754,R/V Ruben Lasker,H,2,1,856051,2,856067,NA,NA,NA,9/11/2018 20:56:28,10/23/2018 13:58:28,2,20,288,Cory Hom-Weaver,good,25,288000,CCES_013,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,CHNMS,NA,Low frequency strumming under 50 Hz
CCES,14,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208791071,SPOT,A/B,,LAT-5,32.2688,-118.2563,10/5/2018 5:46:00,150,R/V Ruben Lasker,11/1/2018 16:55:00,31.9507,-119.2481,R/V Ruben Lasker,J,2,1,856048,2,856059,NA,NA,NA,10/5/2018 6:01:04,11/1/2018 16:43:04,2,20,576,Cory Hom-Weaver,good,30,576000,CCES_014,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming under 30 Hz; frequent mid-frequency active sonar (2-10 kHz) throughout
CCES,16,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1543770129,SPOT,R/S,,NA,31.3534,-117.4199,10/30/2018 14:33:00,150,R/V Ruben Lasker,11/21/2018 4:18:00,32.1253,-118.0337,R/V Ruben Lasker,12,2,1,856049,2,856068,NA,NA,NA,10/30/2018 14:49:37,11/15/2018 23:01:37,2,10,576,Cory Hom-Weaver,good,30,576000,CCES_016,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming under 50 Hz
CCES,17,BCN,CCES2018,Complete,drift,WCoastUSA,SM3M,SM3M_3,SPOT,E/K,,OT-6,30.725,-118.6933,10/31/2018 0:02:00,100,R/V Ruben Lasker,11/24/2018 4:31:00,28.2857,-118.4385,R/V Ruben Lasker,3,2,1,856073,2,856040,NA,NA,NA,10/31/2018 0:00:00,11/24/2018 4:30:00,2,4,256,,compromised,0,256000,CCES_017,2,No,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,NA
CCES,18,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208786975,SPOT,Z/AA,,LAT-8,30.0108,-120.1815,10/31/2018 9:58:00,150,R/V Ruben Lasker,11/23/2018 18:41:00,29.5059,-118.8216,R/V Ruben Lasker,E,2,1,856096,2,856044,NA,NA,NA,10/31/2018 10:05:29,11/16/2018 4:12:29,2,6,576,Cory Hom-Weaver,good,0,576000,CCES_018,NA,No,NA,NA,NA,NA,NA,NA,No,No,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,NA
CCES,19,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1678016538,SPOT,T/U,,LAT-6,30.0477,-117.4605,11/1/2018 2:11:00,150,R/V Ruben Lasker,11/27/2018 14:20:00,28.4041,-115.5497,R/V Ruben Lasker,D,2,1,856095,2,856041,NA,NA,NA,11/1/2018 2:23:12,11/18/2018 12:54:48,2,10,576,Cory Hom-Weaver,good,30,576000,CCES_019,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,"Low frequency strumming under 50 Hz, Overlaps with day light savings time change"
CCES,20,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1677738025,SPOT,X/Y,,LAT-11,29.459,-118.393,11/5/2018 14:04:00,150,R/V Ruben Lasker,11/22/2018 19:21:00,29.392,-116.3355,R/V Ruben Lasker,G,2,1,856097,2,856017,NA,NA,NA,11/5/2018 14:22:39,11/22/2018 9:16:43,2,10,576,Cory Hom-Weaver,good,20,576000,CCES_020,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming under 50 Hz
CCES,21,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208791071,SPOT,A/B,,NA,29.4677,-116.012,11/6/2018 3:43:00,150,R/V Ruben Lasker,11/11/2018 9:29:00,29.8233,-116.0796,R/V Ruben Lasker,J,2,1,856048,2,856059,NA,NA,NA,11/6/2018 3:58:51,11/11/2018 9:12:51,2,6,576,Cory Hom-Weaver,good,50,576000,CCES_021,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,"no depth data, Low frequency strumming and knocking under 50 Hz"
CCES,22,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1544081436,SPOT,C/D,,LAT-10,28.7247,-116.4778,11/7/2018 14:04:00,150,R/V Ruben Lasker,11/27/2018 4:55:00,28.2846,-116.6829,R/V Ruben Lasker,H,2,1,856051,2,856067,NA,NA,NA,11/7/2018 14:23:49,11/23/2018 18:55:49,2,10,576,Cory Hom-Weaver,good,25,576000,CCES_022,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,Low frequency strumming and knocking under 100 Hz
CCES,23,BCN,CCES2018,Complete,drift,WCoastUSA,ST4300HF,1208791071,SPOT,A/B,,NA,30.9285,-117.3812,11/22/2018 8:10:00,150,R/V Ruben Lasker,12/3/2018 0:25:00,31.0542,-119.0123,R/V Ruben Lasker,J,2,1,856048,2,856059,NA,NA,NA,11/22/2018 8:28:24,12/3/2018 0:49:11,2,5,576,Cory Hom-Weaver,good,20,576000,CCES_023,NA,No,NA,NA,NA,NA,NA,NA,No,10,10,No,NA,NA,NA,NA,NA,,NA,No NMS entered,NA,"no depth data, Low frequency strumming and knocking under 50 Hz, ship noise under 250 Hz"
MB,1,DP,NA,Complete,moored,WCoastUSA,ST500HF,671641636,NA,NA,NA,NA,36.986333,-122.195194,8/6/2019 0:00:00,33,R/V Paragon (MBARI),10/23/2019 0:00:00,36.986333,-122.195194,R/V Paragon (MBARI),NA,1,1,,2,,3,,NA,8/6/2019 16:00:00,10/23/2019 18:08:00,60,60,96,,excellent,0,48,DP01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58326,93,1.2 cm (new),,,,"Anne Simonis, Jared Figurski, Meghan Ignatowicz, Katherine Whitaker","Off Davenport Beach, 3-256 GB external cards, started recording with remote at dock."
MB,2,DP,NA,Complete,moored,WCoastUSA,ST500HF,671641636,NA,NA,NA,NA,36.9863,-122.185308,10/23/2019 0:00:00,33,R/V Paragon (MBARI),2/26/2020 0:00:00,36.9863,-122.185308,R/V Paragon (MBARI),NA,1,1,,2,,3,,NA,10/23/2019 22:17:00,2/26/2020 12:46:31,60,60,96,,excellent,0,48,DP02,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58326,93,some wear - see photos,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker","Off Davenport Beach, 2-256 GB external cards, =Deployed with two 18 lb buoys (added one) to prevent failure of weight retrieval system"
MB,1,MA,NA,Complete,moored,WCoastUSA,ST300HF,1208537119,NA,NA,NA,NA,36.69643,-121.82996,10/23/2019 0:00:00,33,R/V Paragon (MBARI),2/27/2020 0:00:00,36.69643,-121.82996, R/V Fulmar (MBNMS),NA,1,1,,2,,3,,High,10/23/2019 22:09:00,12/6/2019 6:22:24,10,30,48,,excellent,0,24,MA01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,No,No,No,Yes,Yes-Bucket,58322,89,--,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker","GPS Label on Paragon ""AC-MR"""
PASCAL,1,ORE,PASCAL,Complete,drift,WCoastUSA,ST4300,8505,Spot,"F, G",NA,NA,44.35261667,-125.3065833,8/19/2016 17:14:13,100,R/V Shimada,8/31/2016 15:04:41,43.28963,-126.28662,R/V Shimada,B-5,2,1,856052,2,856063,n/a,n/a,NA,8/20/2016 2:20:07,8/31/2016 14:42:00,2,10,288,Cory Hom-Weaver,compromised,250,144000,PASCAL_001,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
